meanCSF	meanCRF	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	level	family	phylum	class	order	genus	species
family209	0.000744340482423015	0.00135385309666419	86.6107739650561	-0.889301318917192	0.26386922296135	-3.37023510713658	0.000751040753694626	0.0167106567697054	nosig	Piscirickettsiaceae	Proteobacteria	Gammaproteobacteria	Thiotrichales		
family21	0.00135950817738469	0.0016182659644629	117.65852123183	-0.255834464909776	0.252748039162635	-1.01221147256915	0.311436951927853	0.632229796237305	nosig	0319-6A21	Nitrospirae	Nitrospira	Nitrospirales		
family210	1.17938957718975e-05	2.24385569605001e-05	1.31784589285958	-0.99617049891129	0.992045341603708	-1.0041582346437	0.315302349647267	NA	nosig	PK34	Acidobacteria	Solibacteres	Solibacterales		
family211	0.000934168322722083	0.000908608443301061	73.540524176073	0.040342018104939	0.257883274059477	0.156435186624917	0.875690003663992	0.92232438255734	nosig	Planctomycetaceae	Planctomycetes	Planctomycetia	Planctomycetales	Planctomyces	
family212	0.000197964643376382	0.000289521470681671	17.9755624385642	-0.47362459651415	0.470835127403493	-1.00592451358937	0.314451883260862	0.632229796237305	nosig	Planococcaceae	Firmicutes	Bacilli	Bacillales	Sporosarcina	
family213	0.000940966334787591	0.000820098994128734	71.1619976594305	0.188292630202112	0.269662933504986	0.698251805521614	0.485019733380257	0.733099173884422	nosig	Polyangiaceae	Proteobacteria	Deltaproteobacteria	Myxococcales		
family214	0.000106130230057223	7.24539130043222e-05	7.40728613892287	0.571473431546834	0.482208177524936	1.18511766946814	0.235970925806123	0.549530056700472	nosig	Porphyromonadaceae	Bacteroidetes	Bacteroidia	Bacteroidales		
family215	3.49165555660272e-05	4.94768657786075e-05	3.62055023166832	-0.768535732146707	0.846517539898444	-0.907879277066022	0.363942007389684	0.661037523626162	nosig	Prevotellaceae	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotella	
family216	0	1.73054093248468e-06	0.0953971275097565	-0.240402929370164	3.11653965008542	-0.0771377734159661	0.938513943666184	NA	nosig	Procabacteriaceae	Proteobacteria	Betaproteobacteria	Procabacteriales	Procabacter	
family217	2.08205551006144e-05	5.62565623794725e-06	1.04200366361725	1.82827964733372	1.17714829980868	1.55314300469267	0.120388974091399	NA	NA	Promicromonosporaceae	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonospora	
family218	0	1.92899001940564e-06	0.0654332132413788	-0.240402929370164	3.11653965008542	-0.0771377734159661	0.938513943666184	NA	nosig	Propionibacteriaceae	Actinobacteria	Actinobacteria	Actinomycetales	Microlunatus	
family219	3.96807384306937e-05	5.62995102121275e-05	3.73818901862235	-0.594399371857174	0.627139286786706	-0.947794827051448	0.343233914508245	0.643111966131238	nosig	PRR-10	WS3	PRR-12	Sediment-1		
family22	8.7091818636046e-05	7.00552580693302e-05	6.22792927089526	0.386198103314594	0.501595349289464	0.769939561564245	0.4413357449656	0.716978314229832	nosig	0319-6G20	Proteobacteria	Deltaproteobacteria	Myxococcales		
family220	0.000406142179871236	0.000456154252756381	34.8618056712703	-0.252573814446318	0.608267221960027	-0.415234958136402	0.677969909958251	0.85587690760687	nosig	Pseudanabaenaceae	Cyanobacteria	Synechococcophycideae	Pseudanabaenales	Leptolyngbya	
family221	0.00401112358721627	0.00242589576643213	269.537744921941	0.670022631832577	0.421007360428679	1.59147486435949	0.111502747819467	0.42228700238011	nosig	Pseudomonadaceae	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonas	
family222	0.00119944116151529	0.00116087118274808	95.7295087278723	-0.00618078092710533	0.371019978456366	-0.0166588897795223	0.986708743809467	0.986708743809467	nosig	Pseudonocardiaceae	Actinobacteria	Actinobacteria	Actinomycetales	Amycolatopsis	
family223	5.75186414331515e-05	9.76009767949596e-05	6.20339870489728	-0.744920975636679	0.514130086639061	-1.4488959020203	0.147366655758719	0.451215116174912	nosig	R4-41B	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]		
family224	4.67517761860754e-06	4.98126546483256e-06	0.38301893766399	-0.234678783052614	1.82587661794826	-0.128529376380493	0.89773005202632	NA	nosig	R4-45B	Lentisphaerae	[Lentisphaeria]	Z20		
family225	0.00159112897215493	0.00174537653651265	134.0603819778	-0.14412432620196	0.258881119082736	-0.556720114284966	0.577718671917212	0.786100009942464	nosig	RB40	Acidobacteria	Acidobacteria-6	iii1-15		
family226	1.07714231947854e-05	3.48216610919164e-06	0.597276733507838	1.47868361974408	1.55317833223947	0.952037244565484	0.34107809353787	NA	NA	RFP12	Verrucomicrobia	Verruco-5	WCHB1-41		
family227	0.0312930830062717	0.019522178780944	2098.86694057181	0.633518421066572	0.318868559406585	1.98676979080518	0.0469479137540383	0.253234201461176	nosig	Rhizobiaceae	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobium	leguminosarum
family228	0.000765729597450713	0.000728109257186441	59.2889006919682	0.0653801839895898	0.291817901961519	0.224044459062047	0.822722709087845	0.917513473482891	nosig	Rhodobacteraceae	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Jannaschia	
family229	2.51625500734746e-06	1.27817429973078e-05	0.579317772453629	-1.87871605220121	1.3757796302904	-1.36556466663535	0.172075643065961	NA	NA	Rhodobiaceae	Proteobacteria	Alphaproteobacteria	Rhizobiales	Afifella	
family23	4.25032497360246e-06	5.33599515022991e-06	0.427969467107864	-0.234415939358945	1.79961858166096	-0.130258679115544	0.896361770760725	NA	nosig	125ds10	Proteobacteria	Gammaproteobacteria	Alteromonadales		
family230	0.00508160296101738	0.00310534127875884	336.602623056502	0.630615600506842	0.227232797624236	2.77519621771177	0.00551684119403984	0.0613748582836933	nosig	Rhodocyclaceae	Proteobacteria	Betaproteobacteria	Rhodocyclales		
family231	0.00853342617662801	0.0085647951213375	698.579114034472	-0.0300525252212906	0.169670210854703	-0.17712316776117	0.859411644391324	0.917513473482891	nosig	Rhodospirillaceae	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Phaeospirillum	fulvum
family232	0.000527169324202645	0.000480540682326491	42.2720378315311	0.123854006752192	0.372968744251191	0.332076101982362	0.73983179502612	0.917513473482891	nosig	Rhodothermaceae	Bacteroidetes	[Rhodothermi]	[Rhodothermales]	Rhodothermus	
family233	4.22773605439113e-06	2.23032335456017e-05	0.957167590119772	-2.08227034488264	1.33117990168346	-1.56422910400715	0.117763774654507	NA	NA	Rickettsiaceae	Proteobacteria	Alphaproteobacteria	Rickettsiales		
family234	8.62231498338713e-05	8.29080572483692e-05	6.73448799386236	0.0287766847956836	0.487690263669661	0.0590060678660086	0.952947275076884	0.969283514078202	nosig	Rikenellaceae	Bacteroidetes	Bacteroidia	Bacteroidales	Blvii28	
family235	2.10879705780635e-06	0	0.0890861603551361	0.721382087222733	3.11653965008542	0.231468926507308	0.816950523048525	NA	nosig	Rivulariaceae	Cyanobacteria	Nostocophycideae	Stigonematales	Calothrix	
family236	2.15892261126008e-06	3.48216610919164e-06	0.22906827212101	-0.240397991582387	2.27508302187496	-0.105665590781064	0.915847682045933	NA	nosig	Ruaniaceae	Actinobacteria	Actinobacteria	Actinomycetales		
family237	0.000143117706580588	0.000187064895843866	13.4731061616612	-0.412414661235683	0.330178638336014	-1.24906524333043	0.2116412117548	0.532803403720298	nosig	Rubrobacteraceae	Actinobacteria	Rubrobacteria	Rubrobacterales		
family238	0.000212436119975112	0.000281047294352861	19.5424185676726	-0.41850746594813	0.300096216908084	-1.39457761334031	0.163143249774851	0.460944419998786	nosig	Ruminococcaceae	Firmicutes	Clostridia	Clostridiales		
family239	5.29233238840465e-05	4.01179643499534e-05	3.7801750406633	0.386923547812461	0.542408697567602	0.713343184848612	0.475633420907338	0.733099173884422	nosig	S24-7	Bacteroidetes	Bacteroidia	Bacteroidales		
family24	0.000137969737852272	1.84515106493571e-05	7.09286766285745	2.99661806030051	0.97004756768377	3.08914548124241	0.00200733117754242	0.0319425939488213	enriched	211ds20	Proteobacteria	Gammaproteobacteria	Alteromonadales		
family240	9.65756207984874e-06	1.10841945547459e-05	0.805233413717828	-0.358714470202027	1.49644609198395	-0.239710920509306	0.810554368402901	NA	nosig	S47	Chloroflexi	Anaerolineae	A31		
family241	1.17544641182573e-05	2.21658373402766e-05	1.30506316514075	-0.978737909919474	1.04298895614704	-0.938397194094059	0.348040327385895	NA	nosig	SAGMA-X	Crenarchaeota	Thaumarchaeota	Cenarchaeales		
family242	2.29281020575679e-06	0	0.0911880442346295	0.721382087222733	3.11653965008542	0.231468926507308	0.816950523048525	NA	nosig	Sanguibacteraceae	Actinobacteria	Actinobacteria	Actinomycetales	Sanguibacter	
family243	0.00269921134460749	0.00384247287515185	258.625706530126	-0.488462421472024	0.328811769577319	-1.48553813052353	0.137401330418813	0.445314209548566	nosig	Saprospiraceae	Bacteroidetes	[Saprospirae]	[Saprospirales]		
family244	4.85443055396947e-05	2.63793089057881e-05	3.02660548691799	0.896716738025282	0.688452605026323	1.30251048725569	0.192741935289918	0.512060663904559	nosig	SB-1	Bacteroidetes	Bacteroidia	Bacteroidales		
family245	1.734069966255e-06	3.85798003881128e-06	0.225510755165697	-0.24039931976101	2.73706305506615	-0.0878311222374088	0.930010901376064	NA	nosig	SBYG_4172	Firmicutes	Clostridia	Clostridiales		
family246	6.89527335169927e-06	7.2844340268082e-06	0.565926041527194	-0.153783419550577	1.40026696120509	-0.109824357648365	0.912548673279482	NA	nosig	Sediment-4	Spirochaetes	[Leptospirae]	[Leptospirales]		
family247	2.2824576057847e-05	3.82186701092705e-05	2.53410465667118	-0.658119145760706	0.702585278989363	-0.936710696112764	0.348907392772097	0.644711393166893	nosig	SHA-31	Chloroflexi	Anaerolineae	SBR1031		
family248	0	1.87491328526056e-06	0.0555921393441893	-0.240402929370164	3.11653965008542	-0.0771377734159661	0.938513943666184	NA	nosig	Shewanellaceae	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanella	
family249	0.00879069458027507	0.00711598148602944	653.45461589963	0.241516690961198	0.205284662132861	1.17649652171718	0.239396521546965	0.549530056700472	nosig	Sinobacteraceae	Proteobacteria	Gammaproteobacteria	Xanthomonadales		
family25	1.61453774820069e-05	4.66905109841871e-05	2.36551622498853	-1.51978739211461	0.856258913655033	-1.77491570350753	0.0759118069724802	0.337807541027537	nosig	5B-12	Chloroflexi	TK10	AKYG885		
family250	2.27209970106396e-05	1.41889113472683e-05	1.52648711903802	0.525712857576199	0.908409486719933	0.578717929812063	0.562779515797653	NA	nosig	SJA-101	Chloroflexi	Anaerolineae	SBR1031		
family251	0.000797485496881992	0.000890187470952681	69.3905839955188	-0.206646842943147	0.269419249014475	-0.767008458746185	0.443076486321806	0.716978314229832	nosig	Solibacteraceae	Acidobacteria	Solibacteres	Solibacterales	CandidatusSolibacter	
family252	0.000389003747770151	0.000495655151354077	35.0755825724417	-0.421218292718836	0.307764701428494	-1.36863743880876	0.171112635020586	0.468585369748682	nosig	Solirubrobacteraceae	Actinobacteria	Thermoleophilia	Solirubrobacterales		
family253	0.00361980844679503	0.00204367483905019	228.604434370855	0.653315750022704	0.43267227068951	1.50995521155441	0.131054853048376	0.440146487596433	nosig	Sphingobacteriaceae	Bacteroidetes	Sphingobacteriia	Sphingobacteriales		
family254	0.130164065061803	0.120366710702026	10492.4712064102	0.0705729024834595	0.298224623476126	0.236643445671444	0.812933412547316	0.917513473482891	nosig	Sphingomonadaceae	Proteobacteria	Alphaproteobacteria	Sphingomonadales		
family255	0.00027456480145156	0.00022449425554068	20.4003248921503	0.292277155511315	0.313598819375739	0.932009744466295	0.351331489534768	0.644711393166893	nosig	Spirochaetaceae	Spirochaetes	Spirochaetes	Spirochaetales	Treponema	
family256	8.44200477688385e-05	8.34029649436124e-05	6.61854774565015	0.0166170224828528	0.442289020941295	0.0375705063794889	0.970030123811976	0.981053193400748	nosig	Sporichthyaceae	Actinobacteria	Actinobacteria	Actinomycetales		
family257	2.51625500734746e-06	3.38931872134562e-06	0.232028865875547	-0.2403979716466	2.2674318419877	-0.106022137995495	0.915564787598675	NA	nosig	Sporolactobacillaceae	Firmicutes	Bacilli	Bacillales		
family258	1.07444875028467e-05	1.92899001940564e-06	0.501647627599249	1.91824922199665	1.99156557493533	0.963186573487015	0.335453901820464	NA	NA	Staphylococcaceae	Firmicutes	Bacilli	Bacillales	Staphylococcus	
family259	0	1.1339258558918e-05	0.560941172432313	-2.50574062145201	2.30782970577494	-1.08575629093509	0.277586828954664	NA	NA	Streptococcaceae	Firmicutes	Bacilli	Lactobacillales	Streptococcus	
family26	0.00367329010078864	0.00153932891606017	211.060250627245	1.16584713580181	0.261222610620306	4.46304067260243	8.0804707396109e-06	0.000287664758330148	enriched	A4b	Chloroflexi	Anaerolineae	SBR1031		
family260	0.00681952343744652	0.00862779016665293	642.468903514891	-0.485245345399656	0.409035302203296	-1.1863165423274	0.235497316253087	0.549530056700472	nosig	Streptomycetaceae	Actinobacteria	Actinobacteria	Actinomycetales	Streptomyces	
family261	0.000165570265215133	0.000206248747865776	14.455797242781	-0.327810918671953	0.423911763649497	-0.773299886395692	0.439344922996799	0.716978314229832	nosig	Streptosporangiaceae	Actinobacteria	Actinobacteria	Actinomycetales	Sphaerisporangium	
family262	6.05191518877515e-06	1.87491328526056e-06	0.323800595028496	1.20134671176913	2.12938923301096	0.564174314937447	0.572635506207861	NA	NA	Sulfobacillaceae	Firmicutes	Clostridia	Clostridiales	YNPFFP6	
family263	0	7.03354359279179e-06	0.283434401577083	-1.54781469231379	2.14998670735983	-0.719918261361951	0.471575323724889	NA	NA	Symbiobacteriaceae	Firmicutes	Clostridia	Clostridiales	Symbiobacterium	
family264	2.29281020575679e-06	1.73054093248468e-06	0.186585171744386	0.240492836857332	2.84582546585333	0.0845072333995787	0.932653151994521	NA	nosig	Synergistaceae	Synergistetes	Synergistia	Synergistales	vadinCA02	
family265	0.000331346939426832	0.000423317798946341	30.6206987357769	-0.353553108649353	0.23335137468542	-1.51511046003468	0.12974443317251	0.440146487596433	nosig	Syntrophaceae	Proteobacteria	Deltaproteobacteria	Syntrophobacterales		
family266	0.00316801776849335	0.00421801951914822	297.311817030168	-0.424990154380228	0.234584576642677	-1.8116713403012	0.0700369945186854	0.329514385858037	nosig	Syntrophobacteraceae	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacter	
family267	0.000163326561730402	0.000171631786126731	13.2599001785371	-0.0726397829311531	0.371251077295426	-0.195662147192503	0.844874613844244	0.917513473482891	nosig	Syntrophomonadaceae	Firmicutes	Clostridia	Clostridiales	Syntrophomonas	
family268	0.000119745120291426	0.000144202985401637	10.6966158581814	-0.232040952753574	0.36351009402882	-0.638334276173298	0.523256104241432	0.745116692439799	nosig	Syntrophorhabdaceae	Proteobacteria	Deltaproteobacteria	Syntrophobacterales		
family269	0.000135139271203202	0.000140393238459403	11.3716279926749	-0.122892892795741	0.372739895405648	-0.329701473629482	0.741625540155912	0.917513473482891	nosig	Thermaceae	[Thermi]	Deinococci	Thermales	Thermus	
family27	0.000315053032261402	0.000284968760108032	24.1568521251757	0.137887431383036	0.263387609156766	0.523515255043627	0.600615737933568	0.786100009942464	nosig	Acetobacteraceae	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
family270	5.49454529168518e-05	8.11951647452708e-05	5.3361326066228	-0.50332437525583	0.505780986007308	-0.995142935738113	0.319666750906503	0.632229796237305	nosig	Thermoactinomycetaceae	Firmicutes	Bacilli	Bacillales		
family271	0	1.87491328526056e-06	0.0555921393441893	-0.240402929370164	3.11653965008542	-0.0771377734159661	0.938513943666184	NA	nosig	Thermoanaerobacteraceae	Firmicutes	Clostridia	Thermoanaerobacterales		
family272	2.06882423657982e-05	1.38197919635923e-05	1.57698577022351	0.505589725177389	0.990354249198918	0.510514016157706	0.609691397637034	NA	nosig	Thermodesulfobacteriaceae	Proteobacteria	Deltaproteobacteria	Thermodesulfobacteriales		
family273	2.76413608990292e-05	4.33456004335671e-05	2.66918737547181	-0.630617414091185	0.887202296638362	-0.710793261560091	0.47721235692292	0.733099173884422	nosig	Thermomonosporaceae	Actinobacteria	Actinobacteria	Actinomycetales	Actinomadura	vinacea
family274	7.70524609718793e-05	7.89314036698562e-05	6.3488480399078	-0.129463247919884	0.449282002026465	-0.288155873896453	0.77322742432726	0.917513473482891	nosig	Thermotogaceae	Thermotogae	Thermotogae	Thermotogales	Fervidobacterium	
family275	2.51625500734746e-06	0	0.0869387440612218	0.721382087222733	3.11653965008542	0.231468926507308	0.816950523048525	NA	nosig	Thermovirgaceae	Synergistetes	Synergistia	Synergistales		
family276	5.03251001469493e-06	7.23896882716354e-06	0.473985994938331	-0.649409841432723	2.02987697348715	-0.319925714668852	0.749024644038929	NA	nosig	Thiobacteraceae	Proteobacteria	Betaproteobacteria	Thiobacterales		
family277	8.42848743557492e-06	9.31233119934506e-06	0.691843309399034	0.0523093153461043	1.39362419827894	0.0375347352684489	0.970058644911886	NA	nosig	TIBD11	OP9	OPB46	OPB72		
family278	0	1.87491328526056e-06	0.0555921393441893	-0.240402929370164	3.11653965008542	-0.0771377734159661	0.938513943666184	NA	nosig	Trebouxiophyceae	Cyanobacteria	Chloroplast	Chlorophyta		
family279	1.734069966255e-06	3.60545421774523e-06	0.245633595536885	-0.240397885142355	2.23392873856699	-0.107612154762181	0.914303354880244	NA	nosig	Trueperaceae	[Thermi]	Deinococci	Deinococcales	B-42	
family28	0.000554372430303291	0.000453663407943085	41.0217418920697	0.291365730906131	0.245346334325291	1.18756912226708	0.235003208960276	0.549530056700472	nosig	Acidobacteriaceae	Acidobacteria	Acidobacteriia	Acidobacteriales	Edaphobacter	
family280	6.05191518877515e-06	7.2844340268082e-06	0.568713917001447	-0.156315843279542	1.47343413482811	-0.106089467852445	0.915511367422348	NA	nosig	TSCOR003-O20	Fibrobacteres	TG3	TG3-1		
family281	0	2.02020202020202e-06	0.0998232001586263	-0.240402929370164	3.11653965008542	-0.0771377734159662	0.938513943666184	NA	nosig	Tsukamurellaceae	Actinobacteria	Actinobacteria	Actinomycetales	Tsukamurella	
family282	1.31210597496464e-05	2.34580475146768e-05	1.51892929657353	-0.873983349452923	1.00116829716859	-0.872963468704151	0.38268298985652	NA	nosig	TTA_B6	Synergistetes	Synergistia	Synergistales	E6	
family283	6.13567722981813e-06	9.25825446519997e-06	0.590814191267215	-0.330195496368097	1.56116141779012	-0.211506313572303	0.832492206131425	NA	nosig	Turicibacteraceae	Firmicutes	Bacilli	Turicibacterales	Turicibacter	
family284	0.00018670062769002	0.000257169920303888	17.6157287600473	-0.51257201784296	0.364735131947068	-1.40532669585925	0.159924153517806	0.459374543813001	nosig	UD5	Proteobacteria	Betaproteobacteria	A21b		
family285	7.90394409022123e-05	0.000108011411100391	7.33497497319566	-0.400588977120098	0.422237544740788	-0.948728937323705	0.342758492503403	0.643111966131238	nosig	Veillonellaceae	Firmicutes	Clostridia	Clostridiales	G07	
family286	0.00831336211891232	0.00740622980220426	648.938716967563	0.140110869004551	0.317709495061161	0.441003089874852	0.659210760077185	0.838139394955278	nosig	Verrucomicrobiaceae	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales		
family287	6.76657998094993e-06	7.37058686871049e-06	0.553181423336085	-0.123116821437015	1.47460067649432	-0.0834916349894195	0.933460628481692	NA	nosig	Vibrionaceae	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrio	
family288	6.96798782436433e-06	5.41115612859728e-06	0.47262827365824	0.24195619894985	1.63353609964226	0.148118060569851	0.882249596385926	NA	nosig	WCHB1-25	Verrucomicrobia	Verruco-5	WCHB1-41		
family289	1.39577171169201e-05	1.26955901554055e-05	1.04931147997228	0.0683020173918957	1.22901479372028	0.0555746096311362	0.955680691814998	NA	nosig	Xanthobacteraceae	Proteobacteria	Alphaproteobacteria	Rhizobiales		
family29	0.000134581935653712	0.000123395343215606	10.4826911935221	0.0764607130521164	0.391882275252361	0.195111434940194	0.84530571082613	0.917513473482891	nosig	Actinomycetaceae	Actinobacteria	Actinobacteria	Actinomycetales	N09	
family290	0.102136059167674	0.0475760467773999	6167.90049650416	1.07459697602475	0.267386074948129	4.01889655709712	5.84713329050995e-05	0.00173464954285129	enriched	Xanthomonadaceae	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Luteimonas	
family291	0	2.02020202020202e-06	0.0998232001586263	-0.240402929370164	3.11653965008542	-0.0771377734159662	0.938513943666184	NA	nosig	Xenococcaceae	Cyanobacteria	Oscillatoriophycideae	Chroococcales		
family3	2.51625500734746e-06	1.01078196646066e-05	0.549766065079828	-1.7437378788474	1.73048478628961	-1.00765860102486	0.313618385838734	NA	NA	[Chromatiaceae]	Proteobacteria	Gammaproteobacteria	Alteromonadales	Rheinheimera	
family30	4.62505206515381e-06	0	0.176024904416358	1.20227905677587	2.89723179846946	0.41497510051181	0.678160130935717	NA	NA	Actinospicaceae	Actinobacteria	Actinobacteria	Actinomycetales		
family31	0.000205827117656627	0.000132444510513091	13.6750541967189	0.653060764578931	0.439831102866964	1.48479896106043	0.137597087220063	0.445314209548566	nosig	Actinosynnemataceae	Actinobacteria	Actinobacteria	Actinomycetales	Lentzea	
family32	2.29281020575679e-06	0	0.0911880442346295	0.721382087222733	3.11653965008542	0.231468926507308	0.816950523048525	NA	nosig	Aerococcaceae	Firmicutes	Bacilli	Lactobacillales	Aerococcus	
family33	5.84068237659339e-05	5.61428773740277e-05	4.54113943179043	0.048008473988452	0.570483703902227	0.0841539796142537	0.932934007284334	0.965478216840765	nosig	Aeromonadaceae	Proteobacteria	Gammaproteobacteria	Aeromonadales		
family34	8.85278811954494e-06	1.662022979941e-05	0.94692675384886	-0.805961604806111	1.17273402240491	-0.687250126122661	0.491925121597139	NA	nosig	AK1AB1_02E	Actinobacteria	Thermoleophilia	Gaiellales		
family35	3.13517397406488e-05	7.11212403666434e-05	4.08830546177588	-1.20397234789201	0.572999760645252	-2.10117425971736	0.0356256720762901	0.219811096969451	nosig	AKIW659	Acidobacteria	Solibacteres	Solibacterales		
family36	0.000114981556519915	0.000155400602124236	10.5565676617176	-0.42908402315868	0.410827137828521	-1.04443933627817	0.296282172216105	0.632229796237305	nosig	AKIW874	Actinobacteria	Acidimicrobiia	Acidimicrobiales		
family37	0.00171168586063701	0.00191321668316348	145.333122728587	-0.20982921057119	0.241059707217762	-0.870444973956765	0.384057277967722	0.664689868801821	nosig	Alcaligenaceae	Proteobacteria	Betaproteobacteria	Burkholderiales		
family38	0.000594035880523623	0.000732449247405682	51.2174850816344	-0.256594329291482	0.287523959056039	-0.892427643713239	0.372163759596476	0.662451492081727	nosig	Alicyclobacillaceae	Firmicutes	Bacilli	Bacillales	Alicyclobacillus	
family39	0.029382391043445	0.0325195881662695	2685.93276319897	-0.20482056094037	0.650927998058089	-0.314659319542884	0.75302033463367	0.917513473482891	nosig	Alteromonadaceae	Proteobacteria	Gammaproteobacteria	Alteromonadales	Cellvibrio	
family4	0.00520973237348469	0.00541406967579204	430.654829032044	-0.0205389367878229	0.330256192085903	-0.0621909211091505	0.950410792401285	0.969283514078202	nosig	[Chthoniobacteraceae]	Verrucomicrobia	[Spartobacteria]	[Chthoniobacterales]		
family40	0	1.92899001940564e-06	0.0654332132413788	-0.240402929370164	3.11653965008542	-0.0771377734159661	0.938513943666184	NA	nosig	Aminiphilaceae	Synergistetes	Synergistia	Synergistales	Aminiphilus	
family41	4.25032497360246e-06	7.1003746381658e-06	0.450502460338052	-0.568025456269607	1.60163523968847	-0.35465344554987	0.722849231631104	NA	nosig	Anaerobaculaceae	Synergistetes	Synergistia	Synergistales		
family42	4.45173281701686e-06	5.40952074154764e-06	0.422883429708264	-0.284621851326795	1.64110218515352	-0.173433351013526	0.862310811982691	NA	nosig	Anaerobrancaceae	Firmicutes	Clostridia	Natranaerobiales	A55_D21	
family43	0.000552850191443415	0.000679796763628744	49.1392275252298	-0.284912377055095	0.266078502405602	-1.07078315038313	0.284266944854764	0.624685384989481	nosig	Anaerolinaceae	Chloroflexi	Anaerolineae	Anaerolineales		
family44	2.49366608813613e-06	0.000128914382099887	5.69990056415064	-5.34499008090849	1.04022932004149	-5.13828054826919	2.77263734796854e-07	2.467647239692e-05	depleted	Anaeroplasmataceae	Tenericutes	Mollicutes	Anaeroplasmatales	Asteroleplasma	
family45	9.68509871409114e-06	5.62473985578167e-06	0.512582345275983	0.76573077974891	1.79010217669153	0.427758141249866	0.668827215151325	NA	nosig	ANME-2D	Euryarchaeota	Methanomicrobia	Methanosarcinales		
family46	8.93113684510826e-05	7.40546964612887e-05	6.58800024693345	0.231084359910819	0.42563797351752	0.542912931384182	0.587189752037547	0.786100009942464	nosig	Aquificaceae	Aquificae	Aquificae	Aquificales		
family47	4.25032497360246e-06	3.42808937504656e-06	0.314028207467298	0.240499613126866	1.87600577026257	0.12819769370603	0.897992525167195	NA	nosig	Ardenscatenaceae	Chloroflexi	Anaerolineae	Ardenscatenales	Ardenscatena	
family48	0.000216559229262043	9.36746145479502e-05	12.4281596374399	1.26653912730736	0.533924700085155	2.37213061524473	0.0176858373624581	0.149908526215121	nosig	Armatimonadaceae	Armatimonadetes	Armatimonadia	Armatimonadales		
family49	8.4780610279936e-06	1.44582071956474e-05	0.939308859052362	-0.708939547312747	1.1347450262424	-0.624756690637658	0.53213075951029	NA	nosig	At425_EubF1	Actinobacteria	Actinobacteria	WCHB1-81		
family5	3.2184050335195e-05	2.09013217318168e-05	2.10229045518846	0.549932803668834	0.848723818051551	0.647952598916496	0.51701560899945	0.742167567757275	nosig	[Cloacamonaceae]	WWE1	[Cloacamonae]	[Cloacamonales]	W22	
family50	4.31784522252015e-06	6.81740809639218e-06	0.451099383538829	-0.583392781923335	1.76891476627346	-0.329802652477348	0.741549083028538	NA	nosig	Aurantimonadaceae	Proteobacteria	Alphaproteobacteria	Rhizobiales		
family51	0.000328418715592439	0.000357407810404288	27.7410245030934	-0.14247773025601	0.266200391272036	-0.535227351001182	0.592492655472644	0.786100009942464	nosig	auto67_4W	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]		
family52	7.85620645308026e-05	0.000113428413844807	8.35171639387365	-0.485992575155206	0.55602665319354	-0.874045465921294	0.382093494115019	0.664689868801821	nosig	BA008	Bacteroidetes	Bacteroidia	Bacteroidales		
family53	2.83657007585899e-05	2.52619425982985e-05	2.20928379499617	0.161984429538923	0.699264671112668	0.231649668903154	0.816810126405385	0.917513473482891	nosig	BA059	Caldithrix	Caldithrixae	Caldithrixales		
family54	0.00263357984586337	0.00310577554420619	222.261769388417	-0.168480677228577	0.279301274555817	-0.603222013564091	0.546361005089425	0.764420060986853	nosig	Bacillaceae	Firmicutes	Bacilli	Bacillales	Bacillus	firmus
family55	0.000503649251587701	0.00057318656550537	44.4188218968815	-0.25326334194068	0.384498835391292	-0.658684288817005	0.510098523989102	0.742167567757275	nosig	Bacteriovoracaceae	Proteobacteria	Deltaproteobacteria	Bdellovibrionales		
family56	0.000663361811953065	0.000614128877734021	52.4954676065893	0.101380559891641	0.334902149046687	0.302716958312226	0.762105572955763	0.917513473482891	nosig	Bacteroidaceae	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroides	
family57	0.00156685094077172	0.000475570953342489	83.7125361153135	1.62889771134331	0.471969518284373	3.45127735635219	0.000557939880005221	0.0141876140915613	enriched	Bdellovibrionaceae	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrio	bacteriovorus
family58	6.11828878254804e-05	7.54222085688099e-05	5.73082878963986	-0.369536369214312	0.523323626334124	-0.706133548379824	0.480105090401948	0.733099173884422	nosig	Beijerinckiaceae	Proteobacteria	Alphaproteobacteria	Rhizobiales		
