OTUID	LF-1.fq	LF-6.fq	B80-1.fq	B80-4.fq	LF-2.fq	LF-3.fq	B80-5.fq	B80-6.fq	B80-2.fq	LF-4.fq	LF-5.fq	B80-3.fq
665015	0	0	0	0	1	0	0	0	1	1	0	5
1144790	0	0	0	0	1	2	0	0	2	1	1	0
251263	0	0	0	0	1	1	0	0	1	0	1	0
2574743	0	0	0	0	2	0	0	0	0	1	2	0
1105280	0	0	0	0	1	0	0	1	0	0	0	0
4478236	0	0	0	0	1	2	0	0	0	0	0	0
4301666	0	0	0	0	2	1	0	0	0	2	0	0
35634	0	0	0	0	1	0	1	0	1	0	0	0
577657	0	0	0	0	1	0	0	0	0	0	0	0
513263	0	0	0	0	1	0	0	0	2	0	0	0
46382	0	0	0	0	1	0	0	0	0	0	0	1
2281138	0	0	0	0	1	0	0	0	0	0	0	0
530560	0	0	0	0	1	0	0	0	0	1	0	0
169737	0	0	0	0	1	0	0	0	0	0	0	1
554420	0	0	0	0	1	0	1	0	0	0	0	0
223656	0	0	0	0	1	1	0	1	0	1	0	1
4305080	0	0	0	0	2	0	0	1	0	1	0	1
137061	0	0	0	0	1	0	0	0	0	0	0	0
582679	0	0	0	0	1	0	0	0	0	0	0	0
226979	0	0	0	0	2	0	0	0	1	0	0	0
4349691	0	0	0	0	1	0	0	0	0	1	0	0
2116816	0	0	0	0	1	0	0	0	0	0	1	0
240501	0	0	0	0	1	1	0	0	0	2	0	0
4349212	0	0	0	0	1	4	1	0	0	5	0	0
795321	0	0	0	0	1	0	0	0	0	0	0	0
836155	0	0	0	0	1	4	1	0	1	1	1	0
1024743	0	0	0	0	1	0	0	0	0	0	0	0
4355075	0	0	0	0	1	0	0	0	0	0	0	0
291945	0	0	0	0	1	1	0	1	0	0	0	0
113782	0	0	0	0	1	0	0	0	0	1	0	0
53533	0	0	0	0	1	0	0	0	0	0	0	0
171908	0	0	0	0	1	0	0	0	0	0	0	0
837404	0	0	0	0	1	3	0	0	0	0	0	0
136186	0	0	0	0	1	0	0	0	0	0	1	0
1124017	0	0	0	0	1	0	0	0	0	0	0	0
654155	0	0	0	0	1	0	0	1	3	0	0	0
203689	0	0	0	0	1	0	0	0	0	0	2	0
1682863	0	0	0	0	1	0	1	0	0	0	0	1
4416961	0	0	0	0	1	0	0	0	0	0	0	0
512285	0	0	0	0	1	1	0	0	0	1	2	1
499887	0	0	0	0	1	0	0	0	0	0	1	1
812921	0	0	0	0	1	0	0	0	0	0	0	0
546910	0	0	0	0	1	0	0	0	0	0	0	0
363887	0	0	0	0	1	0	0	1	0	0	0	0
849761	0	0	0	0	1	0	0	0	0	0	0	0
359764	0	0	0	0	1	0	0	0	0	0	0	0
549695	0	0	0	0	1	0	0	0	0	0	1	0
667570	0	0	0	0	1	1	0	0	1	0	0	0
576693	0	0	0	0	2	0	2	2	1	1	0	0
99960	0	0	0	0	1	0	2	0	0	1	0	0
757795	0	0	0	0	1	0	0	1	0	0	0	1
248401	0	0	0	0	1	0	0	1	0	0	0	0
816643	0	0	0	0	1	0	1	0	0	1	1	0
4468432	0	0	0	0	1	0	0	0	0	0	0	0
4341174	0	0	0	0	1	0	0	0	0	0	0	1
573326	0	0	0	0	1	2	0	1	0	3	1	1
4093080	0	0	0	0	1	0	0	0	0	0	0	1
872014	0	0	0	0	1	0	0	0	0	0	0	0
666624	0	0	0	0	1	1	0	0	0	0	0	0
979107	0	0	0	0	1	0	0	1	0	0	0	0
827050	0	0	0	0	1	1	0	0	1	0	1	0
758136	0	0	0	0	1	0	0	0	0	0	0	0
535361	0	0	0	0	1	1	0	1	0	1	0	0
810400	0	0	0	0	1	1	1	3	0	1	1	0
546764	0	0	0	0	1	1	0	2	2	0	0	2
641987	0	0	0	0	1	1	0	0	0	0	0	0
111162	0	0	0	0	1	1	1	1	2	1	0	2
800916	0	0	0	0	1	0	0	0	0	0	0	0
557292	0	0	0	0	1	0	0	0	0	0	0	0
1105473	0	0	0	0	1	0	0	0	1	0	0	1
1011476	0	0	0	0	1	0	0	0	0	0	0	0
320222	0	0	0	0	1	0	0	0	0	0	0	0
812386	0	0	0	0	1	0	0	0	0	0	0	1
543675	0	0	0	0	1	0	0	0	0	0	0	0
1064235	0	0	0	0	1	0	1	0	0	0	0	0
772651	0	0	0	0	1	0	0	1	1	0	2	1
132704	0	0	0	0	1	0	0	0	0	0	0	0
98457	0	0	0	0	1	1	1	0	0	0	0	0
885437	0	0	0	0	1	0	0	0	0	0	0	0
280592	0	0	0	0	1	0	0	0	0	0	0	0
1105521	0	0	0	0	1	0	0	1	0	0	0	0
2947337	0	0	0	0	2	0	0	2	0	0	0	0
1962747	0	0	0	0	1	0	0	0	0	1	1	0
1108899	0	0	0	0	1	2	0	0	0	0	0	0
4448407	0	0	0	0	1	0	0	0	0	0	0	0
277776	0	0	0	0	1	0	1	1	0	0	1	0
825276	0	0	0	0	1	0	0	0	0	0	0	0
527906	0	0	0	0	1	0	0	0	0	0	0	2
567166	0	0	0	0	1	0	0	1	0	1	0	1
1105601	0	0	0	0	2	0	0	0	0	0	0	0
4308376	0	0	0	0	1	0	0	0	0	0	0	0
250136	0	0	0	0	1	0	0	0	0	0	0	0
514085	0	0	0	0	1	0	0	1	1	1	1	0
820161	0	0	0	0	1	0	0	0	0	2	0	0
4366206	0	0	0	0	1	0	0	0	0	1	0	0
4372695	0	0	0	0	1	0	0	0	0	0	0	0
781203	0	0	0	0	1	1	0	0	0	1	0	0
198274	0	0	0	0	1	0	0	0	0	0	0	0
4313514	0	0	0	0	1	0	0	0	0	0	0	0
828885	0	0	0	0	1	0	0	0	0	0	0	0
158370	0	0	0	0	1	0	0	0	0	0	0	1
173285	0	0	0	0	1	0	0	0	0	0	0	0
268729	0	0	0	0	1	1	0	0	2	0	0	0
849314	0	0	0	0	1	0	0	0	0	0	0	0
4397257	0	0	0	0	1	0	0	0	0	0	0	0
912160	0	0	0	0	1	0	0	0	0	0	0	0
1111839	0	0	0	0	1	0	1	1	0	1	0	0
1125797	0	0	0	0	1	0	0	0	0	0	0	0
950120	0	0	0	0	1	0	1	0	0	2	0	0
4303475	0	0	0	0	1	0	0	0	0	0	0	0
212223	0	0	0	0	1	0	0	0	0	0	0	0
4456303	0	0	0	0	1	0	0	0	0	0	0	0
539280	0	0	0	0	1	0	0	0	0	0	0	0
251278	0	0	0	0	1	2	0	0	0	0	0	1
4418595	0	0	0	0	1	1	0	1	0	0	1	0
646622	0	0	0	0	1	0	0	0	0	0	0	0
744553	0	0	0	0	1	1	0	0	0	0	0	0
131718	0	0	0	0	1	0	0	0	1	0	0	0
1144638	0	0	0	0	1	1	0	0	0	1	0	0
349828	0	0	0	0	1	0	1	1	1	0	0	1
141709	0	0	0	0	1	0	0	0	0	0	0	0
100260	0	0	0	0	1	1	0	0	0	1	0	0
513411	0	0	0	0	1	0	0	0	0	0	0	0
532312	0	0	0	0	1	0	0	0	0	0	0	0
147271	0	0	0	0	1	0	0	0	0	0	0	0
4369507	0	0	0	0	1	0	0	1	0	0	0	0
169222	0	0	0	0	1	0	0	0	0	0	0	0
587313	0	0	0	0	1	1	0	0	0	1	0	0
1107640	0	0	0	0	1	1	1	0	2	3	3	0
525029	0	0	0	0	1	0	0	0	1	0	0	0
694856	0	0	0	0	1	0	0	0	0	1	0	0
3926111	0	0	0	0	1	0	0	0	0	0	0	0
3430521	0	0	0	0	0	3	0	0	0	0	0	0
51103	0	0	0	0	0	2	0	1	0	0	0	0
569735	0	0	0	0	0	2	0	0	1	0	1	0
557085	0	0	0	0	0	1	0	0	0	0	0	0
4431850	0	0	0	0	0	1	0	0	0	0	0	0
1137772	0	0	0	0	0	2	0	0	0	0	0	0
897474	0	0	0	0	0	5	0	0	0	0	0	0
336784	0	0	0	0	0	3	0	0	0	1	0	0
308664	0	0	0	0	0	1	0	0	0	0	0	1
130872	0	0	0	0	0	2	0	2	1	1	0	1
4355811	0	0	0	0	0	1	0	0	0	0	0	0
113772	0	0	0	0	0	3	0	0	0	0	0	0
1657331	0	0	0	0	0	1	0	0	0	0	0	0
4041627	0	0	0	0	0	1	0	0	0	0	0	0
16138	0	0	0	0	0	2	0	0	0	1	0	0
3359884	0	0	0	0	0	1	0	0	0	1	0	0
1121736	0	0	0	0	0	1	0	0	0	0	0	1
811515	0	0	0	0	0	4	0	0	0	1	1	1
4426851	0	0	0	0	0	1	0	0	0	0	0	0
154120	0	0	0	0	0	1	0	0	1	0	0	0
4408439	0	0	0	0	0	1	0	0	0	0	0	0
535552	0	0	0	0	0	1	0	0	0	0	0	0
4385167	0	0	0	0	0	1	0	0	0	0	0	0
1102657	0	0	0	0	0	1	0	0	0	1	0	0
961027	0	0	0	0	0	1	0	0	0	1	0	0
547121	0	0	0	0	0	1	0	0	0	0	0	0
1126654	0	0	0	0	0	2	0	0	1	0	1	0
564337	0	0	0	0	0	2	0	2	0	1	0	0
254127	0	0	0	0	0	2	0	0	0	0	0	0
4374109	0	0	0	0	0	1	0	0	0	0	0	0
247875	0	0	0	0	0	1	0	0	0	0	0	0
1821405	0	0	0	0	0	1	0	0	0	0	0	0
4430763	0	0	0	0	0	3	0	0	0	0	0	0
252937	0	0	0	0	0	1	0	0	0	0	1	0
248716	0	0	0	0	0	1	0	0	0	1	0	1
253403	0	0	0	0	0	1	0	0	0	0	0	0
1055600	0	0	0	0	0	1	0	0	0	0	0	0
4480618	0	0	0	0	0	2	1	1	0	0	0	1
4443378	0	0	0	0	0	1	1	0	1	4	0	0
410549	0	0	0	0	0	2	0	0	0	0	0	0
615682	0	0	0	0	0	2	0	0	0	0	0	0
828127	0	0	0	0	0	3	1	0	0	0	1	2
4345033	0	0	0	0	0	1	1	0	1	0	1	0
3513927	0	0	0	0	0	1	0	0	0	0	0	2
340874	0	0	0	0	0	1	0	0	0	0	0	0
544706	0	0	0	0	0	1	0	0	0	1	1	0
241792	0	0	0	0	0	1	0	0	0	1	0	0
216576	0	0	0	0	0	1	0	1	0	2	0	0
542034	0	0	0	0	0	1	0	0	0	0	0	0
558943	0	0	0	0	0	1	0	0	0	0	0	0
205913	0	0	0	0	0	2	0	0	0	0	0	0
552156	0	0	0	0	0	1	0	0	0	0	0	1
364155	0	0	0	0	0	1	0	0	2	0	0	1
812690	0	0	0	0	0	2	0	0	0	0	0	0
698570	0	0	0	0	0	2	0	0	0	0	2	0
4401987	0	0	0	0	0	1	0	0	0	0	0	0
278426	0	0	0	0	0	1	1	0	0	0	0	0
855747	0	0	0	0	0	1	0	0	0	0	0	0
228873	0	0	0	0	0	2	0	0	0	1	0	0
4370817	0	0	0	0	0	1	1	2	0	1	2	1
577614	0	0	0	0	0	2	1	1	0	0	0	1
185193	0	0	0	0	0	2	0	0	0	1	1	0
719343	0	0	0	0	0	2	0	1	1	1	0	0
253761	0	0	0	0	0	1	0	0	0	0	0	0
229436	0	0	0	0	0	1	0	0	0	0	0	0
592317	0	0	0	0	0	3	0	0	3	0	2	1
2819697	0	0	0	0	0	2	0	0	2	1	0	0
93707	0	0	0	0	0	1	0	0	0	0	0	0
1114448	0	0	0	0	0	2	0	0	0	0	1	0
145578	0	0	0	0	0	1	0	0	0	0	0	0
3956472	0	0	0	0	0	1	0	0	0	1	0	0
551999	0	0	0	0	0	1	0	0	0	0	0	0
4325612	0	0	0	0	0	1	0	0	0	0	0	0
217241	0	0	0	0	0	1	0	0	0	0	0	0
4477263	0	0	0	0	0	1	0	0	0	0	0	0
3734843	0	0	0	0	0	1	0	0	0	0	0	0
4295873	0	0	0	0	0	3	0	1	1	0	0	0
567459	0	0	0	0	0	1	0	0	0	1	0	0
249129	0	0	0	0	0	1	0	0	0	0	0	0
38211	0	0	0	0	0	1	0	0	0	0	0	0
4476079	0	0	0	0	0	1	0	0	0	0	0	0
200629	0	0	0	0	0	2	0	0	0	1	0	0
833957	0	0	0	0	0	1	0	0	3	1	0	0
1142742	0	0	0	0	0	1	0	0	0	0	0	0
355954	0	0	0	0	0	1	0	0	0	0	0	0
565215	0	0	0	0	0	1	0	0	0	0	0	0
4322535	0	0	0	0	0	1	0	0	0	0	0	0
1113489	0	0	0	0	0	1	0	0	0	0	0	0
141702	0	0	0	0	0	1	0	0	0	0	0	0
4387628	0	0	0	0	0	1	0	0	0	0	0	0
2263183	0	0	0	0	0	1	0	0	0	0	0	0
4326502	0	0	0	0	0	1	0	0	0	0	0	0
1105928	0	0	0	0	0	1	0	0	1	0	0	0
4373111	0	0	0	0	0	1	0	0	0	0	0	0
242136	0	0	0	0	0	5	0	0	0	0	1	0
1023806	0	0	0	0	0	1	0	0	0	0	0	0
4302937	0	0	0	0	0	1	0	0	0	0	1	0
366851	0	0	0	0	0	1	0	0	0	0	0	0
4377105	0	0	0	0	0	1	0	0	0	2	0	0
696860	0	0	0	0	0	1	1	0	0	1	1	0
209579	0	0	0	0	0	2	0	0	0	0	0	0
4234522	0	0	0	0	0	1	0	0	0	0	0	0
147181	0	0	0	0	0	1	0	0	0	0	0	0
1925452	0	0	0	0	0	1	1	1	0	0	0	0
556364	0	0	0	0	0	1	1	0	0	1	0	0
683891	0	0	0	0	0	2	0	2	1	1	0	0
1118409	0	0	0	0	0	1	0	0	0	0	0	0
549898	0	0	0	0	0	1	0	0	0	0	0	0
517458	0	0	0	0	0	1	0	0	0	0	0	0
1140993	0	0	0	0	0	1	0	0	0	0	0	0
2232179	0	0	0	0	0	1	0	0	0	0	0	0
222207	0	0	0	0	0	1	0	0	0	0	0	0
4339783	0	0	0	0	0	2	0	1	0	0	0	0
261099	0	0	0	0	0	1	0	0	0	0	0	1
896601	0	0	0	0	0	1	0	0	1	0	0	1
512873	0	0	0	0	0	1	0	0	0	0	0	0
961922	0	0	0	0	0	1	0	0	0	0	0	0
814416	0	0	0	0	0	1	0	0	0	0	0	0
4017244	0	0	0	0	0	3	1	0	0	1	0	0
248808	0	0	0	0	0	1	0	0	0	0	0	0
919780	0	0	0	0	0	1	0	0	0	0	0	0
104179	0	0	0	0	0	1	0	0	0	1	0	0
278130	0	0	0	0	0	1	0	0	0	0	0	0
773026	0	0	0	0	0	1	0	0	0	1	1	0
12128	0	0	0	0	0	1	0	0	1	0	0	0
805707	0	0	0	0	0	1	0	0	0	0	0	0
568938	0	0	0	0	0	1	0	0	0	0	0	0
104427	0	0	0	0	0	1	0	0	0	0	0	0
4429835	0	0	0	0	0	1	1	1	0	0	0	0
823116	0	0	0	0	0	2	1	0	0	0	2	0
2478837	0	0	0	0	0	1	0	0	0	1	0	0
1013464	0	0	0	0	0	1	0	0	0	0	0	0
62889	0	0	0	0	0	2	0	0	0	4	0	0
4299433	0	0	0	0	0	1	0	0	0	0	0	0
863019	0	0	0	0	0	1	0	0	0	1	0	0
141531	0	0	0	0	0	4	0	0	0	0	0	0
1761660	0	0	0	0	0	1	0	0	2	0	0	0
1119175	0	0	0	0	0	2	0	1	0	0	0	2
510201	0	0	0	0	0	1	0	0	0	0	1	0
573298	0	0	0	0	0	1	0	0	0	0	0	0
4062895	0	0	0	0	0	1	0	0	0	0	0	0
4366203	0	0	0	0	0	1	0	0	0	0	0	0
834970	0	0	0	0	0	1	0	0	0	2	0	0
573755	0	0	0	0	0	1	0	0	1	0	0	1
259044	0	0	0	0	0	1	0	1	1	0	0	0
265527	0	0	0	0	0	1	0	0	0	0	0	0
704357	0	0	0	0	0	1	0	0	0	1	0	0
236458	0	0	0	0	0	1	0	1	0	0	0	0
335316	0	0	0	0	0	2	0	0	0	2	0	0
1144878	0	0	0	0	0	1	0	1	0	0	1	1
4428471	0	0	0	0	0	1	0	0	0	0	0	0
205602	0	0	0	0	0	3	0	0	0	0	1	0
2783236	0	0	0	0	0	1	0	0	0	0	1	1
4382847	0	0	0	0	0	1	0	0	1	0	1	0
4354874	0	0	0	0	0	1	0	0	0	0	0	0
143212	0	0	0	0	0	1	0	1	0	1	0	0
4383086	0	0	0	0	0	2	0	0	0	0	0	0
644504	0	0	0	0	0	2	0	0	0	0	0	0
2267208	0	0	0	0	0	1	0	0	0	0	0	0
4350694	0	0	0	0	0	2	2	0	1	2	1	0
134616	0	0	0	0	0	3	0	0	1	0	0	0
3276012	0	0	0	0	0	1	0	0	0	0	0	0
4401699	0	0	0	0	0	1	0	0	0	1	0	1
4319490	0	0	0	0	0	1	0	0	0	0	0	0
565862	0	0	0	0	0	2	0	1	0	0	0	0
1473	0	0	0	0	0	1	0	0	0	1	0	0
586084	0	0	0	0	0	3	1	0	1	2	0	1
2881604	0	0	0	0	0	1	0	0	0	0	0	0
276605	0	0	0	0	0	1	0	0	0	0	0	0
728545	0	0	0	0	0	1	0	0	0	1	0	0
4400162	0	0	0	0	0	1	0	0	0	0	0	0
537055	0	0	0	0	0	2	0	0	0	1	0	0
562701	0	0	0	0	0	2	0	0	0	0	0	0
628225	0	0	0	0	0	4	1	0	0	0	1	1
794417	0	0	0	0	0	1	0	0	0	0	0	0
105504	0	0	0	0	0	3	0	1	0	2	0	0
2189086	0	0	0	0	0	1	2	0	0	0	0	0
832206	0	0	0	0	0	2	1	0	1	5	0	2
4343007	0	0	0	0	0	2	0	0	0	0	0	0
564949	0	0	0	0	0	1	0	0	0	0	0	0
105370	0	0	0	0	0	1	0	0	0	0	0	0
141791	0	0	0	0	0	1	0	0	0	0	0	0
821870	0	0	0	0	0	1	0	0	0	0	0	0
131511	0	0	0	0	0	1	0	0	0	0	0	0
642049	0	0	0	0	0	1	0	0	0	1	1	1
1114432	0	0	0	0	0	3	0	1	0	0	0	0
4322902	0	0	0	0	0	1	0	0	0	0	0	0
612267	0	0	0	0	0	1	0	0	0	0	0	0
249211	0	0	0	0	0	1	2	1	1	2	1	2
359864	0	0	0	0	0	2	0	0	0	0	0	0
4340746	0	0	0	0	0	1	0	0	1	0	0	0
231330	0	0	0	0	0	1	0	0	0	0	0	0
773541	0	0	0	0	0	1	0	0	0	0	0	0
4333253	0	0	0	0	0	1	0	0	0	2	0	0
102142	0	0	0	0	0	1	1	1	1	0	1	0
351211	0	0	0	0	0	1	0	0	0	0	0	0
235963	0	0	0	0	0	1	0	0	0	0	0	0
550996	0	0	0	0	0	2	0	0	0	0	0	0
1015227	0	0	0	0	0	1	0	0	0	2	0	0
41463	0	0	0	0	0	1	0	0	1	1	0	0
1105283	0	0	0	0	0	1	0	0	0	0	0	0
898095	0	0	0	0	0	1	0	0	0	0	0	0
4448447	0	0	0	0	0	1	0	0	0	0	0	0
4415317	0	0	0	0	0	1	0	0	0	0	0	0
799987	0	0	0	0	0	2	1	0	0	2	0	0
212876	0	0	0	0	0	1	0	0	0	0	0	1
878714	0	0	0	0	0	1	0	0	0	0	1	0
896552	0	0	0	0	0	1	0	1	0	0	0	0
867560	0	0	0	0	0	1	0	0	0	0	1	0
974121	0	0	0	0	0	1	0	0	0	0	0	0
415655	0	0	0	0	0	1	1	0	0	1	0	0
4395041	0	0	0	0	0	1	0	0	0	0	0	0
656443	0	0	0	0	0	1	0	0	1	3	2	3
245723	0	0	0	0	0	1	0	0	0	0	0	0
928111	0	0	0	0	0	1	0	0	0	0	0	0
1110388	0	0	0	0	0	1	0	0	0	0	0	0
691380	0	0	0	0	0	1	0	0	0	0	0	0
4382004	0	0	0	0	0	2	0	0	0	1	0	1
1130232	0	0	0	0	0	1	0	1	0	0	0	0
4372659	0	0	0	0	0	1	0	0	0	3	0	0
4460025	0	0	0	0	0	1	0	0	0	0	0	0
211120	0	0	0	0	0	1	0	0	0	0	0	0
50582	0	0	0	0	0	1	0	0	0	0	0	0
3595453	0	0	0	0	0	2	0	0	1	0	1	0
4320381	0	0	0	0	0	1	0	0	0	1	1	1
225930	0	0	0	0	0	1	0	0	0	0	0	0
248902	0	0	0	0	0	2	1	0	0	2	0	0
3422139	0	0	0	0	0	1	0	0	0	0	0	0
4421886	0	0	0	0	0	2	0	0	1	2	1	1
2595969	0	0	0	0	0	2	0	0	0	1	0	0
836055	0	0	0	0	0	1	0	0	0	0	0	0
1075811	0	0	0	0	0	1	0	0	0	0	0	0
16567	0	0	0	0	0	1	0	0	0	0	0	0
4303249	0	0	0	0	0	1	0	0	0	0	0	0
4359104	0	0	0	0	0	1	0	0	0	0	0	0
3843947	0	0	0	0	0	1	1	1	0	4	1	0
163730	0	0	0	0	0	1	0	0	0	0	0	0
441635	0	0	0	0	0	1	0	0	0	0	0	0
46917	0	0	0	0	0	1	0	0	0	0	1	0
934369	0	0	0	0	0	2	0	0	0	0	1	0
1024420	0	0	0	0	0	1	1	1	0	3	0	0
3087737	0	0	0	0	0	1	0	0	0	0	0	0
329512	0	0	0	0	0	1	0	0	0	0	0	1
4451761	0	0	0	0	0	1	0	0	0	1	2	0
2598704	0	0	0	0	0	1	0	0	0	0	0	0
1082846	0	0	0	0	0	1	0	0	0	1	0	1
374822	0	0	0	0	0	2	0	0	0	0	0	0
62406	0	0	0	0	0	1	1	1	1	0	0	0
1139336	0	0	0	0	0	2	0	0	0	0	0	0
824028	0	0	0	0	0	1	0	0	0	0	0	1
239787	0	0	0	0	0	1	0	0	0	0	0	0
1623482	0	0	0	0	0	1	0	0	0	0	0	0
325776	0	0	0	0	0	1	0	0	0	2	2	0
804735	0	0	0	0	0	1	0	0	0	0	0	0
843003	0	0	0	0	0	1	0	1	0	0	0	1
804527	0	0	0	0	0	1	0	0	0	1	0	0
986982	0	0	0	0	0	1	0	0	0	1	0	0
357330	0	0	0	0	0	1	0	0	0	0	0	0
864483	0	0	0	0	0	1	1	1	0	0	0	0
2167419	0	0	0	0	0	1	0	0	0	0	0	0
4319596	0	0	0	0	0	1	0	0	0	0	0	0
4308913	0	0	0	0	0	1	0	0	0	1	1	0
818316	0	0	0	0	0	1	0	0	0	0	0	0
4312168	0	0	0	0	0	1	0	0	0	0	0	0
93368	0	0	0	0	0	1	0	0	0	0	0	1
4340806	0	0	0	0	0	1	0	0	0	0	0	0
861160	0	0	0	0	0	1	0	0	0	0	0	0
4363454	0	0	0	0	0	1	1	1	2	0	0	0
1102044	0	0	0	0	0	1	0	1	0	0	0	0
4466583	0	0	0	0	0	1	0	0	0	0	0	0
574623	0	0	0	0	0	1	0	0	0	0	1	0
783370	0	0	0	0	0	1	0	0	0	0	0	0
4296506	0	0	0	0	0	2	0	0	1	0	0	0
207283	0	0	0	0	0	1	0	0	0	0	0	0
816371	0	0	0	0	0	1	0	0	1	0	0	0
566604	0	0	0	0	0	1	0	0	0	0	0	0
820668	0	0	0	0	0	1	0	0	0	0	0	0
1124935	0	0	0	0	0	1	0	0	0	0	0	0
542018	0	0	0	0	0	1	0	0	0	1	2	1
170726	0	0	0	0	0	1	0	0	0	0	1	0
421125	0	0	0	0	0	1	0	0	0	0	0	0
818388	0	0	0	0	0	1	0	0	0	0	0	0
581335	0	0	0	0	0	1	0	0	0	0	0	0
4433257	0	0	0	0	0	2	1	0	0	1	0	0
565046	0	0	0	0	0	2	0	0	0	1	0	0
3327947	0	0	0	0	0	1	2	0	2	0	0	0
532928	0	0	0	0	0	1	0	0	0	0	1	0
536133	0	0	0	0	0	3	1	0	0	0	0	0
265094	0	0	0	0	0	2	0	1	0	1	0	0
2088818	0	0	0	0	0	2	2	1	2	5	1	2
4308055	0	0	0	0	0	1	0	0	1	0	0	0
931045	0	0	0	0	0	2	0	0	0	1	0	0
2485755	0	0	0	0	0	1	0	0	0	0	0	0
990901	0	0	0	0	0	2	1	0	1	1	2	0
4444741	0	0	0	0	0	1	0	0	0	0	0	0
689806	0	0	0	0	0	1	0	0	0	0	0	0
93834	0	0	0	0	0	1	0	0	0	0	0	0
4391597	0	0	0	0	0	1	0	0	0	0	0	0
573896	0	0	0	0	0	2	0	0	0	1	1	1
1128343	0	0	0	0	0	1	0	0	0	0	0	0
12799	0	0	0	0	0	1	0	0	1	1	0	2
283637	0	0	0	0	0	1	0	0	0	0	0	0
255859	0	0	0	0	0	1	0	0	1	0	0	0
1130747	0	0	0	0	0	1	0	0	0	0	0	0
1523777	0	0	0	0	0	1	1	0	1	1	0	0
1110169	0	0	0	0	0	3	0	0	0	0	0	0
705270	0	0	0	0	0	1	0	0	0	0	1	2
255886	0	0	0	0	0	1	0	1	0	0	0	2
805881	0	0	0	0	0	1	0	0	0	0	0	0
332556	0	0	0	0	0	2	0	0	0	0	0	0
13120	0	0	0	0	0	1	0	0	0	1	1	0
121873	0	0	0	0	0	1	0	0	0	0	0	1
206963	0	0	0	0	0	1	0	0	0	0	0	0
410196	0	0	0	0	0	1	0	0	1	0	0	0
817013	0	0	0	0	0	3	0	0	1	1	1	0
579412	0	0	0	0	0	2	0	0	1	0	1	0
4437557	0	0	0	0	0	1	0	0	0	0	0	0
1094433	0	0	0	0	0	1	0	0	0	0	0	0
236119	0	0	0	0	0	1	0	1	0	1	0	0
834766	0	0	0	0	0	1	0	0	0	0	0	0
235666	0	0	0	0	0	1	0	0	0	0	0	0
850190	0	0	0	0	0	1	0	0	0	0	0	0
6367	0	0	0	0	0	1	0	0	1	1	0	0
4324733	0	0	0	0	0	1	0	0	0	0	1	0
726031	0	0	0	0	0	1	0	0	0	0	0	0
534121	0	0	0	0	0	1	0	0	0	0	0	1
548796	0	0	0	0	0	1	0	0	0	0	0	0
10596	0	0	0	0	0	2	0	0	0	0	0	1
4414731	0	0	0	0	0	1	0	0	1	2	1	0
257631	0	0	0	0	0	1	0	0	0	0	0	0
256335	0	0	0	0	0	1	0	0	0	0	0	0
139763	0	0	0	0	0	1	0	0	0	0	0	0
1034106	0	0	0	0	0	1	0	0	0	1	2	0
200645	0	0	0	0	0	1	0	0	0	0	1	0
588703	0	0	0	0	0	1	0	0	0	1	0	0
4428749	0	0	0	0	0	1	0	0	0	0	0	0
809196	0	0	0	0	0	1	0	0	0	0	1	0
560704	0	0	0	0	0	1	0	0	0	0	0	0
33595	0	0	0	0	0	1	0	0	0	0	0	0
590298	0	0	0	0	0	2	0	0	0	1	0	0
1863621	0	0	0	0	0	1	0	0	1	2	0	0
540718	0	0	0	0	0	1	0	0	0	0	0	0
4425391	0	0	0	0	0	1	0	0	0	0	0	0
4112171	0	0	0	0	0	1	0	0	0	0	0	0
1120605	0	0	0	0	0	1	0	0	0	0	0	0
859327	0	0	0	0	0	1	0	0	0	0	0	0
539716	0	0	0	0	0	1	0	0	0	0	0	0
552576	0	0	0	0	0	2	1	0	1	0	1	0
4335921	0	0	0	0	0	3	0	0	0	0	0	0
2930	0	0	0	0	0	1	0	0	0	0	0	0
540269	0	0	0	0	0	1	0	0	0	0	0	1
538093	0	0	0	0	0	1	0	0	0	0	0	0
4330382	0	0	0	0	0	1	0	0	1	0	0	0
113142	0	0	0	0	0	1	0	2	0	2	0	0
435928	0	0	0	0	0	1	0	0	0	0	0	0
540653	0	0	0	0	0	1	0	0	0	0	0	0
1118654	0	0	0	0	0	1	1	1	0	0	1	1
4462710	0	0	0	0	0	1	0	0	1	0	1	0
550484	0	0	0	0	0	3	1	0	0	2	0	0
659663	0	0	0	0	0	2	0	1	0	1	1	0
1109495	0	0	0	0	0	1	0	0	0	1	1	0
547738	0	0	0	0	0	1	0	0	0	0	0	0
4391254	0	0	0	0	0	1	0	0	0	0	0	0
4449280	0	0	0	0	0	1	0	0	0	1	0	2
767841	0	0	0	0	0	1	0	0	0	0	0	0
614663	0	0	0	0	0	1	0	0	0	0	0	0
248456	0	0	0	0	0	1	0	0	0	0	1	0
349281	0	0	0	0	0	1	0	0	0	0	0	0
4362165	0	0	0	0	0	1	0	1	0	0	0	1
4300917	0	0	0	0	0	1	0	0	0	0	0	0
4433409	0	0	0	0	0	4	0	0	0	0	0	0
4316961	0	0	0	0	0	1	0	0	0	0	0	1
353616	0	0	0	0	0	1	0	0	0	0	0	1
4340807	0	0	0	0	0	1	0	0	0	0	0	0
264963	0	0	0	0	0	1	0	0	0	0	0	0
